company_name,job_position,employment_type,working_location_type,working_location,min_experience,salary,company_industry,company_location,company_employess_count,jobs_id,kategori
PT. CS2 POLA SEHAT,Distribution Channel Supervisor,Penuh waktu,On-site,Pasuruan,Min. 1 years of experience,Negotiable,Multinational Consulting / FMCG,Jakarta Barat,-,1520,"['Sales', 'Supply Chain & Logistics', 'Management & Leadership']"
PT Jasa Teknologi Informasi,SAP Project Manager,Penuh waktu,On-site,Jakarta Pusat,Min. 5+ years of experience,Negotiable,IT Services And IT Consulting,Jakarta,-,1521,"['Project Management', 'Software Engineering']"
MODENA,Warehouse & Sparepart Admin (Denpasar),Penuh waktu,On-site,Denpasar,Min. 1 years of experience,Negotiable,"Appliances, Electrical, And Electronics Manufacturing",Jakarta,-,1522,"['Warehouse Management', 'Supply Chain & Logistics', 'Administrative & Secretarial']"
Morula IVF Indonesia (PT. Morula Indonesia),Accounting Staff,Penuh waktu,On-site,Surabaya,Min. 1 years of experience,Rp4.726.000 – 4.800.000,Hospitals And Health Care,Indonesia,>100,1523,['Accounting']
SIRCLO,Inventory Control,Penuh waktu,Hybrid,Tangerang Selatan,Min. 1 years of experience,Negotiable,Technology Services,Tangerang Regency,>100,1524,"['Supply Chain & Logistics', 'Warehouse Management', 'Accounting']"
Arya Noble,Tax & Accounting Specialist,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,Consumer Services,Jakarta Selatan,-,1525,"['Tax', 'Accounting']"
PT Jasa Teknologi Informasi,SAP SD Consultant,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,IT Services And IT Consulting,Jakarta,-,1526,"['Consulting', 'Software Engineering', 'Sales', 'Supply Chain & Logistics']"
PT Jasa Teknologi Informasi,SAP SD Consultant,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,IT Services And IT Consulting,Jakarta,-,1526,"['Consulting', 'Software Engineering', 'Sales', 'Supply Chain & Logistics']"
MR. DIY Indonesia,Account Payable Staff,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Retail and fashion,Jakarta Selatan,50–100,1527,['Accounting']
Sayurbox,Graphic Designer,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,"Transportation, Logistics, Supply Chain And Storage",Jakarta Selatan,>100,1528,['Creative & Design']
Wings Group Indonesia (Sayap Mas Utama),Digital Marketing,Penuh waktu,On-site,Jakarta Timur,Min. Freshgrad,Negotiable,Consumer Goods,Jakarta Timur,-,1529,['Marketing']
Wings Group Indonesia (Sayap Mas Utama),IT Operational Support,Penuh waktu,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,1530,['IT Operations & Support']
PT. Trans Retail Indonesia,Data Analyst Internship,Magang,Hybrid,Jakarta Pusat,Min. 3rd Year College Student,Unpaid,Retail,Jakarta,-,1531,"['Internship & Trainee Programs', 'Data Science & Analytics']"
 AEON INDONESIA PT,HR Learning Operation Support Senior Officer,Penuh waktu,On-site,Tangerang Selatan,Min. 4 years of experience,Negotiable,Retail,Tangerang,-,1532,"['Learning & Development', 'HR Operations', 'Administrative & Secretarial']"
Anteraja,Coordinator Hub Sunter,Penuh waktu,On-site,Jakarta Utara,Min. 1 years of experience,Negotiable,Freight And Package Transportation,Jakarta Selatan,>100,1533,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
SIRKA (YC S21),Consultant Nutritionist (Sales),Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Medicine Healthcare & Wellbeing,Jakarta Selatan,50–100,1534,"['Sales', 'Healthcare & Medical', 'Consulting', 'Education & Training']"
Wings Group Indonesia (Sayap Mas Utama),Area Sales Manager (Jabodetabek & Jawa Barat),Penuh waktu,On-site,Jakarta,Min. 4 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,1535,"['Sales', 'Management & Leadership']"
 AEON INDONESIA PT,Facility Assistant Manager,Penuh waktu,On-site,Tangerang Selatan,Min. 4 years of experience,Negotiable,Retail,Tangerang,-,1536,"['Administrative & Secretarial', 'Operations Management', 'Management & Leadership']"
PT Darya-Varia Laboratoria Tbk,Full Stack Developer,Penuh waktu,On-site,Jakarta Selatan,Min. 3rd Year College Student,Negotiable,Manufacturing (Pharmaceutical),Jakarta,>100,1538,['Software Engineering']
PT. Trans Retail Indonesia,Organizational Development Internship,Magang,Hybrid,Jakarta Pusat,Min. 3rd Year College Student,Negotiable,Retail,Jakarta,-,1539,"['Internship & Trainee Programs', 'Human Resources']"
Sinar Mas Agribusiness and Food,Accounting (Receivable Analyst),Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Food & Beverage,Jakarta Pusat,-,1540,"['Accounting', 'Data Science & Analytics']"
Sinar Mas Agribusiness and Food,Supplier Management Intern,Magang,On-site,Jakarta,Min. 4th Year College Student,Negotiable,Food & Beverage,Jakarta Pusat,-,1541,"['Internship & Trainee Programs', 'Supply Chain & Logistics', 'Account Management']"
Dealls (YC W22),Receptionist / Front Desk Officer,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,Tech,Jakarta Selatan,1–50,1543,['Administrative & Secretarial']
 AEON INDONESIA PT,Internship Admin Merchandising Delicatessen and Perishable (1 Year),Magang,On-site,Tangerang Selatan,Min. 4th Year College Student,Negotiable,Retail,Tangerang,-,1544,"['Internship & Trainee Programs', 'Administrative & Secretarial', 'Retail', 'Hospitality & F&B']"
Wings Group Indonesia (Sayap Mas Utama),Kepala Admin Baturaja,Penuh waktu,On-site,Palembang,Min. 1 years of experience,Negotiable,Consumer Goods,Jakarta Timur,-,1545,"['Administrative & Secretarial', 'Management & Leadership']"
PT Bank Digital BCA (BCA Digital),Anti Fraud Specialist,Penuh waktu,Hybrid,Jakarta Pusat,Min. 1 years of experience,Negotiable,Banking,Jakarta,-,1546,"['Risk Management', 'Legal & Compliance']"
MODENA,Admin Intern,Magang,On-site,Jakarta Selatan,Min. 4th Year College Student,Negotiable,"Appliances, Electrical, And Electronics Manufacturing",Jakarta,-,1547,"['Internship & Trainee Programs', 'Administrative & Secretarial']"
Sinar Mas Agribusiness and Food,Finance Administration (Sustainability),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Food & Beverage,Jakarta Pusat,-,1548,"['Finance', 'Administrative & Secretarial', 'Health, Safety & Environment (HSE)']"
Wings Group Indonesia (Sayap Mas Utama),Accounting Officer,Penuh waktu,On-site,Jakarta Timur,Min. Freshgrad,Negotiable,Consumer Goods,Jakarta Timur,-,1549,['Accounting']
PT. Sinar Sosro,Administration Staff - Wilayah Jatibarang,Penuh waktu,On-site,Indramayu Regency,Min. 4th Year College Student,Negotiable,FMCG,Bekasi,-,1550,['Administrative & Secretarial']
PwC Indonesia,Associate - IFS - Secretary and Admin,Penuh waktu,On-site,Jakarta Selatan,Min. Freshgrad,Negotiable,Auditing,Jakarta Selatan,-,1551,['Administrative & Secretarial']
PT. Bank KB Bukopin Tbk,"RM Mortgage (AO Consumer) for Denpasar, Samarinda, Makassar & Pontianak",Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Banking,Jakarta,50–100,1552,"['Sales', 'Finance', 'Account Management']"
ASTRO,Social Media Intern,Magang,Hybrid,Jakarta Barat,Min. 4th Year College Student,Negotiable,Online Groceries,Jakarta Barat,-,1553,"['Internship & Trainee Programs', 'Marketing', 'Creative & Design']"
PT. Sinar Sosro,Administration Supervisor,Penuh waktu,On-site,Bandung,Min. 1 years of experience,Negotiable,FMCG,Bekasi,-,1554,"['Administrative & Secretarial', 'Management & Leadership']"
PT.Enseval Putera Megatrading Tbk,Data Analyst,Penuh waktu,On-site,Bekasi,Min. 1 years of experience,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,1555,['Data Science & Analytics']
PT Multipolar Technology,Data Scientist,Penuh waktu,On-site,Tangerang,Min. Freshgrad,Negotiable,Information Technology,Jakarta Selatan,-,1556,['Data Science & Analytics']
PT. Bank KB Bukopin Tbk,RM Mortgage (AO Consumer) for Sumatera Area,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Banking,Jakarta,50–100,1557,"['Sales', 'Finance', 'Account Management']"
PT Multipolar Technology,Sales Admin,Kontrak,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Information Technology,Jakarta Selatan,-,1558,"['Sales', 'Administrative & Secretarial']"
PT Bank Digital BCA (BCA Digital),Credit Scoring,Penuh waktu,On-site,Jakarta Pusat,Min. 1 years of experience,Negotiable,Banking,Jakarta,-,1559,"['Finance', 'Risk Management', 'Data Science & Analytics']"
MR. DIY Indonesia,Internal Audit Sr. Staff,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Retail and fashion,Jakarta Selatan,50–100,1560,['Audit']
MR. DIY Indonesia,Import Senior Staff,Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Rp6.000.000 – 8.000.000,Retail and fashion,Jakarta Selatan,50–100,1561,['Supply Chain & Logistics']
PT.Enseval Putera Megatrading Tbk,Internal Audit Staff,Penuh waktu,On-site,Jakarta Timur,Min. 1 years of experience,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,1562,['Audit']
PT TOYOTA ASTRA FINANCIAL SERVICES,Internal Auditor,Penuh waktu,On-site,Indonesia,Min. Freshgrad,Negotiable,Financial Services,Jakarta,-,1563,['Audit']
ADR Group of Companies,Internal Audit Supervisor,Magang,On-site,Jakarta Utara,Min. 4 years of experience,Negotiable,Automotive,Tangerang,>100,1565,"['Audit', 'Management & Leadership']"
ASTRO,Inventory Excellence Senior Associate,Penuh waktu,Remote,-,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,1566,"['Supply Chain & Logistics', 'Warehouse Management', 'Operations Management']"
PT Gree Electric Appliances Indonesia,Assistant Product Manager ( Air conditioner product specialist),Penuh waktu,On-site,Jakarta,Min. 1 years of experience,Negotiable,Electronics,Jakarta Utara,>100,1567,"['Product Management', 'Engineering (non-software)']"
Accenture,iOS Developer,Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Management Consulting,Jakarta Selatan,-,1568,['Software Engineering']
Accenture,Android Developer,Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Management Consulting,Jakarta Selatan,-,1569,['Software Engineering']
PT Bank Digital BCA (BCA Digital),iOS Developer,Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Banking,Jakarta,-,1570,['Software Engineering']
ASTRO,Freelance Brand Associate,Freelance,Hybrid,Jakarta Barat,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,1571,['Marketing']
PT. Bintang Toedjoe,Formulation Development Staff,Kontrak,On-site,Cikarang,Min. Freshgrad,Rp4.500.000 – 5.500.000,Fast Moving Consumer Good,Jakarta Timur,-,1572,"['Research & Development', 'Healthcare & Medical', 'Production & Manufacturing']"
PT United Family Food,Talent Acquisition Intern,Magang,On-site,Jakarta Barat,Min. 4th Year College Student,Negotiable,Fast Moving Consumer Good,Jakarta Barat,-,1575,"['Internship & Trainee Programs', 'Recruitment']"
ASTRO,Senior Lead Customer Service,Penuh waktu,Hybrid,Jakarta Barat,Min. 5+ years of experience,Negotiable,Online Groceries,Jakarta Barat,-,1576,"['Customer Service & Support', 'Management & Leadership']"
PT United Family Food,Procurement Staff,Penuh waktu,On-site,Jakarta Barat,Min. Freshgrad,Negotiable,Fast Moving Consumer Good,Jakarta Barat,-,1577,['Supply Chain & Logistics']
ASTRO,Freelance Backend Engineer,Freelance,Remote,-,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,1578,['Software Engineering']
MR. DIY Indonesia,Retail Manager (Sulawesi),Penuh waktu,On-site,Manado,Min. 5+ years of experience,Rp8.000.000 – 12.000.000,Retail and fashion,Jakarta Selatan,50–100,1579,"['Retail', 'Management & Leadership', 'Sales']"
Vidio,Data Admin Intern - Superfantasy,Magang,On-site,Jakarta,Min. 4th Year College Student,Negotiable,Media & Entertainment,Jakarta Pusat,>100,1581,"['Internship & Trainee Programs', 'Administrative & Secretarial', 'Data Science & Analytics']"
Dealls (YC W22),UI/UX Designer,Kontrak,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1582,"['UI/UX Design', 'Creative & Design']"
Akar Inti Enterprise,AVP Sales,Penuh waktu,On-site,Jakarta Selatan,Min. 5+ years of experience,Rp45.000.000 – 55.000.000,Information Technology & Services,Jakarta Selatan,1–50,1585,"['Sales', 'Management & Leadership']"
Vidio,Sales Freelance (Bandung Area),Freelance,On-site,Bandung,Min. 3rd Year College Student,Negotiable,Media & Entertainment,Jakarta Pusat,>100,1586,['Sales']
PT Serasi Autoraya (Part of Astra) ,Sales Consultant Logistic,Penuh waktu,On-site,Jakarta Utara,Min. 1 years of experience,Negotiable,Logistic and Transportation,Jakarta Utara,-,1588,"['Sales', 'Consulting', 'Supply Chain & Logistics']"
Dexa Group,Medical Representative Bandung,Penuh waktu,On-site,Bandung,Min. Freshgrad,Negotiable,Pharmaceutical,Tangerang Selatan,-,1589,"['Sales', 'Healthcare & Medical']"
MR. DIY Indonesia,Visual Merchandising Supervisor (Design And Analyze Specialist),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Retail and fashion,Jakarta Selatan,50–100,1591,"['Retail', 'Creative & Design', 'Data Science & Analytics', 'Management & Leadership']"
Astra Financial,Data Quality,Penuh waktu,On-site,Jakarta,Min. Freshgrad,Negotiable,Financial Services,Jakarta,-,1595,"['Data Science & Analytics', 'Quality Assurance (Non-Software)']"
Durianpay,Account Management Senior Associate,Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Financial Technology,Jakarta Selatan,50–100,1596,"['Account Management', 'Sales']"
PT.Enseval Putera Megatrading Tbk,Warehouse Coordinator,Penuh waktu,On-site,Indonesia,Min. 1 years of experience,Negotiable,Pharmaceutical Manufacturing,Jakarta Timur,50–100,1597,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
ASTRO,Account Receivable Intern,Magang,On-site,Jakarta Barat,Min. 4th Year College Student,Negotiable,Online Groceries,Jakarta Barat,-,1598,"['Internship & Trainee Programs', 'Accounting']"
Dealls (YC W22),Executive Assistant to CEO,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1599,['Administrative & Secretarial']
Dealls (YC W22),B2B Sales Representative (Lead Generation),Penuh waktu,Hybrid,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1600,"['Sales', 'Business Development', 'Marketing']"
Dealls (YC W22),Freelance B2B Sales,Freelance,On-site,Jakarta,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1601,"['Sales', 'Business Development']"
Dealls (YC W22),Human Resources Business Partner (HRBP),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1602,['Human Resources']
Dealls (YC W22),Account Executive (B2B),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1603,"['Sales', 'Account Management', 'Business Development']"
Dealls (YC W22),Quality Assurance Automation Manager,Penuh waktu,On-site,Jakarta Selatan,Min. 4 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1604,"['Quality Assurance (Software)', 'Software Engineering', 'Management & Leadership']"
Dealls (YC W22),Head of Products,Penuh waktu,On-site,Jakarta Selatan,Min. 4 years of experience,Rp18.000.000 – 25.000.000,Tech,Jakarta Selatan,1–50,1605,"['Product Management', 'Management & Leadership']"
Dealls (YC W22),⁠HR Operations Specialist,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1606,"['HR Operations', 'Human Resources']"
Dealls (YC W22),Brand Marketing Copywriter,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1607,"['Marketing', 'Creative & Design']"
Dealls (YC W22),B2B Growth & Expansion,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1608,"['Business Development', 'Sales', 'Marketing']"
Dealls (YC W22),Senior Performance Marketing Specialist (ex-agency only),Penuh waktu,On-site,Jakarta Selatan,Min. 4 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1609,"['Marketing', 'Management & Leadership']"
ASTRO,Associate Brand Manager,Penuh waktu,Hybrid,Jakarta Barat,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,1610,['Marketing']
Dealls (YC W22),Paid Content Strategist (KOL & Community),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1612,"['Marketing', 'Creative & Design']"
Dealls (YC W22),Senior Talent Acquisition Specialist (ex-headhunter only),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1613,"['Recruitment', 'Management & Leadership']"
Dealls (YC W22),CEO Office Associate,Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Tech,Jakarta Selatan,1–50,1614,"['Administrative & Secretarial', 'Management & Leadership', 'Business Analysis']"
MODENA,Service Center Admin,Kontrak,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,"Appliances, Electrical, And Electronics Manufacturing",Jakarta,-,1615,"['Administrative & Secretarial', 'Customer Service & Support']"
PT Asuransi BRI Life,Bancassurance Financial Advisor Reg. Surabaya (Jatim Bagian Utara),Penuh waktu,On-site,Surabaya,Min. Freshgrad,Rp4.000.000 – 5.400.000,Insurance,Jakarta,-,1616,"['Sales', 'Finance', 'Consulting']"
ASTRO,Warehouse Hub Inventory Supervisor,Kontrak,On-site,Jakarta,Min. 1 years of experience,Negotiable,Online Groceries,Jakarta Barat,-,1619,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
PT Darya-Varia Laboratoria Tbk,Digital Marketing Associate (Spv Level),Penuh waktu,On-site,Jakarta Selatan,Min. 1 years of experience,Negotiable,Manufacturing (Pharmaceutical),Jakarta,>100,1620,"['Marketing', 'Management & Leadership']"
Ayoconnect,Software Engineer (GoLang),Penuh waktu,On-site,Jakarta Selatan,Min. 4 years of experience,Negotiable,Technology Services,Jakarta Selatan,-,1621,['Software Engineering']
