jobs_id,job_position,kategori
1824,Warehouse - Distribution Coordinator (DC) - Makassar,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1825,Metabolite Engineering Junior Research Assistant,"['Research & Development', 'Engineering (non-software)', 'Healthcare & Medical']"
1826,Medical Representative Serang,"['Sales', 'Healthcare & Medical']"
1827,Medical Representative Jakarta,"['Sales', 'Healthcare & Medical']"
1828,Medical Representative Jakarta Pusat,"['Sales', 'Healthcare & Medical']"
1829,Medical Representative Semarang,"['Sales', 'Healthcare & Medical']"
1830,Medical Representative Tangerang,"['Sales', 'Healthcare & Medical']"
1831,Business Consultant,"['Consulting', 'Sales', 'Business Development']"
1832,Medical Representative Cianjur,"['Sales', 'Healthcare & Medical']"
1833,Commercial Growth & Strategy Senior Associate,"['Sales', 'Marketing', 'Business Analysis']"
1834,Inventory Excellence Analyst,"['Supply Chain & Logistics', 'Warehouse Management', 'Operations Management', 'Data Science & Analytics']"
1835,Demand Excellence Senior Associate,"['Supply Chain & Logistics', 'Operations Management']"
1836,Lead Supply & Operations Planning,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1837,QA Fresh Supervisor,"['Quality Assurance (Non-Software)', 'Retail', 'Hospitality & F&B', 'Management & Leadership']"
1838,Inventory Controller Supervisor,"['Supply Chain & Logistics', 'Warehouse Management', 'Accounting', 'Management & Leadership']"
1839,Process Excellence Fulfillment Junior Manager,"['Operations Management', 'Supply Chain & Logistics', 'Warehouse Management', 'Business Analysis', 'Management & Leadership']"
1840,Packing Maintenance Supervisor,"['Skilled Trades & Technician', 'Production & Manufacturing', 'Management & Leadership']"
1841,Personal Assistant,"['Administrative & Secretarial']"
1842,Sales Officer Pekanbaru,"['Sales']"
1843,Sales Officer Tangerang,"['Sales']"
1844,Corporate Finance Associate,"['Finance']"
1845,Maintenance Workshop Technician (SJA Semarang),"['Skilled Trades & Technician']"
1846,Siap Dana Lux Head,"['Sales', 'Finance', 'Management & Leadership']"
1847,IT Network Engineer,"['IT Operations & Support']"
1848,Compliance Specialist,"['Legal & Compliance']"
1849,Security Engineer,"['Cybersecurity', 'IT Operations & Support']"
1850,SAP PP Consultant,"['Consulting', 'Software Engineering', 'Production & Manufacturing', 'Supply Chain & Logistics']"
1851,Industrial Relation - Pekalongan,"['Human Resources']"
1852,Maintenance Process Supervisor (SJA Semarang),"['Skilled Trades & Technician', 'Production & Manufacturing', 'Management & Leadership']"
1853,SAP HR SuccessFactors,"['Consulting', 'Software Engineering', 'Human Resources']"
1854,SAP SD Consultant,"['Consulting', 'Software Engineering', 'Sales', 'Supply Chain & Logistics']"
1855,Center Of Exellence Internship,"['Internship & Trainee Programs', 'Operations Management', 'Business Analysis']"
1856,GMAT Tutor (Online),"['Education & Training']"
1857,IT Presales [Security Solutions],"['Sales', 'Consulting', 'Cybersecurity', 'IT Operations & Support']"
1858,Group Leader Merchandising Management (Warehouse and Logistic) - Sentul,"['Retail', 'Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1859,Relationship Manager Funding for Yogyakarta,"['Sales', 'Finance', 'Account Management']"
1860,Digital Learning and Sales Capability Development,"['Learning & Development', 'Sales', 'Marketing']"
1861,Sales Officer,"['Sales']"
1862,Program Permagangan Sales Motoris - Wilayah Karawang,"['Internship & Trainee Programs', 'Sales']"
1863,Sales Taking Order – Kuningan,"['Sales']"
1864,Account Executive (Kalimantan Timur),"['Sales', 'Account Management']"
1865,Bancassurance Life Consultant - Batam,"['Sales', 'Finance', 'Consulting']"
1866,Sales Officer,"['Sales']"
1867,Teknisi,"['Skilled Trades & Technician']"
1868,Market Manager - Samarinda,"['Sales', 'Marketing', 'Management & Leadership']"
1869,Senior Chemist,"['Research & Development', 'Engineering (non-software)', 'Management & Leadership']"
1870,Relationship Manager Funding for Cikarang,"['Sales', 'Finance', 'Account Management']"
1871,BRANCH SALES MANAGER (MARABAHAN),"['Sales', 'Management & Leadership']"
1872,BANCASSURANCE LIFE CONSULTANT (SOLO),"['Sales', 'Finance', 'Consulting']"
1873,Staff Farmasi,"['Healthcare & Medical']"
1874,Supply Chain Manager (PBF),"['Supply Chain & Logistics', 'Healthcare & Medical', 'Management & Leadership']"
1875,Regional Retail Manager (Across Indonesia),"['Retail', 'Sales', 'Management & Leadership']"
1876,Korean Speaking Business & Investment Liaison,"['Business Development', 'Finance', 'Public Relations']"
1877,Bancassurance Life Consultant - Surabaya,"['Sales', 'Finance', 'Consulting']"
1878,Sales Taking Order - Wilayah Pamanukan,"['Sales']"
1879,Brand Activation Specialist,"['Marketing']"
1880,Sales Ambassador,"['Sales', 'Marketing']"
1881,FOOD AND BEVERAGE MANAGER,"['Hospitality & F&B', 'Management & Leadership']"
1882,Content Creator,"['Creative & Design', 'Marketing']"
1883,Social Media Specialist,"['Marketing', 'Creative & Design']"
1884,Account Receivable Staff,"['Accounting']"
1885,Business Development Intern,"['Internship & Trainee Programs', 'Business Development', 'Sales']"
1886,Sales Officer Palangkaraya,"['Sales']"
1887,Report Consolidation & Management Staff,"['Finance', 'Accounting', 'Data Science & Analytics']"
1888,KOL Specialist,"['Marketing']"
1889,PrePress and Graphic Design Production (Print Services Operator),"['Creative & Design', 'Production & Manufacturing', 'Skilled Trades & Technician']"
1890,Senior Site Reliability Engineer,"['DevOps', 'Management & Leadership']"
1891,Regulatory Affairs & Product Compliance Senior Staff,"['Legal & Compliance', 'Product Management']"
1892,System Engineer,"['IT Operations & Support']"
1893,Maintenance Senior Supervisor,"['Skilled Trades & Technician', 'Management & Leadership']"
1894,Alumni Communication Staff,"['Public Relations', 'Marketing', 'Education & Training']"
1895,Market Manager - Thai Speaking,"['Sales', 'Marketing', 'Management & Leadership']"
1896,Tax Supervisor,"['Tax', 'Management & Leadership']"
1897,Account Management Freelance,"['Account Management', 'Sales']"
1898,Master Teacher - Depok,"['Education & Training']"
1899,Secretary - Jayapura,"['Administrative & Secretarial']"
1900,Sales Retail - Jakarta,"['Sales', 'Retail']"
1901,Brand/Packaging Designer,"['Creative & Design', 'Marketing']"
1902,Software Engineer - IoT,"['Software Engineering', 'IT Operations & Support']"
1903,Branch Admin (Denpasar),"['Administrative & Secretarial']"
1904,Drafter HVAC (Technical Support) - Pekanbaru,"['Engineering (non-software)', 'Creative & Design', 'IT Operations & Support']"
1905,Product Taxonomy Intern,"['Internship & Trainee Programs', 'Product Management', 'Data Science & Analytics', 'E-commerce']"
1906,Branch Manager - Tulungagung - Dr. Wahidin,"['Management & Leadership', 'Operations Management', 'Sales']"
1907,Branch Manager - Yogyakarta - Wirobrajan,"['Management & Leadership', 'Operations Management', 'Sales']"
1908,Sales Consultant B2B - Bali,"['Sales', 'Consulting', 'Business Development']"
1909,Warehouse - Distribution Assistant (DA) - Mataram,"['Warehouse Management', 'Supply Chain & Logistics']"
1910,Sales Trainee Academy - Tangerang Selatan (Golden Madrid),"['Internship & Trainee Programs', 'Sales']"
1911,Sales Trainee Academy - Cilegon (PCI),"['Internship & Trainee Programs', 'Sales']"
1912,Branch Manager - Kudus (Jawa Tengah),"['Management & Leadership', 'Operations Management', 'Sales']"
1913,Sales Trainee Academy - Tangerang Selatan (Pamulang),"['Internship & Trainee Programs', 'Sales']"
1914,Sales Trainee Academy for English Academy - Jambi,"['Internship & Trainee Programs', 'Sales', 'Education & Training']"
1915,Sales Trainee Academy - Yogyakarta (Sagan),"['Internship & Trainee Programs', 'Sales']"
1916,Sales Trainee Academy Surabaya - Wiyung,"['Internship & Trainee Programs', 'Sales']"
1917,Sales Trainee Academy - Jakarta Barat (Citra Garden City),"['Internship & Trainee Programs', 'Sales']"
1918,Sales Trainee Academy Surabaya - Rungkut,"['Internship & Trainee Programs', 'Sales']"
1919,Warehouse Outbound Senior Supervisor (Cibinong),"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1920,Medical Representative - Manado,"['Sales', 'Healthcare & Medical']"
1921,Medical Representative - Mataram,"['Sales', 'Healthcare & Medical']"
1922,Sales Trainee Academy - Bantul (Gose),"['Internship & Trainee Programs', 'Sales']"
1923,Sales Trainee Academy Sidoarjo - Pondok Jati,"['Internship & Trainee Programs', 'Sales']"
1924,Medical Representative Kudus,"['Sales', 'Healthcare & Medical']"
1925,Corrector Packaging,"['Creative & Design', 'Quality Assurance (Non-Software)', 'Production & Manufacturing']"
1926,Warehouse  -  Supervisor Area Distribution (SAD)  -  Probolinggo,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1927,Warehouse - Quality Assurance (QA) - Bukittinggi,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1928,Sales Officer Denpasar,"['Sales']"
1929,Warehouse - Supervisor Area Distribution (SAD) - Bukit Tinggi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1930,Distribution Assistant (DA) ASSA -  Probolinggo,"['Warehouse Management', 'Supply Chain & Logistics']"
1931,Quality Assurance (QA) ASSA \tSalatiga,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1932,Warehouse - Supervisor Area Distribution (SAD) - ASSA Kupang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1933,Dispatcher ASSA - Lhokseumawe,"['Supply Chain & Logistics', 'Operations Management']"
1934,Warehouse - Quality Assurance (QA) - Balikpapan,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1935,Warehouse - Supervisor Area Distribution (SAD) - Cianjur,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1936,Warehouse - Distribution Assistant (DA) - Tuban,"['Warehouse Management', 'Supply Chain & Logistics']"
1937,Warehouse - Distribution Coordiantor (DC) - Jambi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1938,OPERATING POINT COORDINATOR (OPC) ASSA - SURAKARTA,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1939,Warehouse - Quality Assurance (QA) - Cianjur,"['Warehouse Management', 'Quality Assurance (Non-Software)']"
1940,Distribution Assistant (DA) ASSA Palu,"['Warehouse Management', 'Supply Chain & Logistics']"
1941,Wharehouse - Distribution Coordinator (DC) - Pekalongan,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1942,Quality Assurance (QA) ASSA - Madiun,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1943,Warehouse - Distribution Assistant (DA) - Pekalongan,"['Warehouse Management', 'Supply Chain & Logistics']"
1944,Warehouse - Supervisor Area Distribution (SAD) - Surakarta,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1945,Warehouse - Supervisor Area Distribution (SAD) - Banjarmasin,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1946,Warehouse  -  Distribution Coordiantor (DC)  -  Pontianak,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1947,Quality Assurance (QA) ASSA -  Pontianak,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
1948,Warehouse - Distribution Coordinator (DC) - Bukittinggi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1949,Warehouse - Distribution Coordiantor (DC) - Tegal,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1950,Warehouse - Supervisor Area Distribution (SAD) - Banyuwangi,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1951,Distribution Assistant (DA) - ASSA MUARA BUNGO,"['Warehouse Management', 'Supply Chain & Logistics']"
1952,Warehouse - Distribution Coordinator (DC) - \tPurwokerto,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1953,Dispatcher ASSA - Meulaboh,"['Supply Chain & Logistics', 'Operations Management']"
1954,Warehouse - Distribution Assistant (DA) - Cianjur,"['Warehouse Management', 'Supply Chain & Logistics']"
1955,Dispatcher (BALIKPAPAN),"['Supply Chain & Logistics', 'Operations Management']"
1956,OPERATING POINT COORDINATOR (OPC) ASSA - SAMARINDA,"['Supply Chain & Logistics', 'Operations Management', 'Management & Leadership']"
1957,Computerized Stitching,"['Production & Manufacturing', 'Skilled Trades & Technician']"
1958,Warehouse - Distribution Coordiantor (DC) - Jember,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1959,Warehouse - Distribution Assistant (DA) - Sumedang,"['Warehouse Management', 'Supply Chain & Logistics']"
1960,Dispatcher - ASSA Solok,"['Supply Chain & Logistics', 'Operations Management']"
1961,Warehouse - Distribution Coordinator (DC) - Ende,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1962,Warehouse - Supervisor Area Distribution (SAD) - Denpasar,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1963,Warehouse - Supervisor Area Distribution (SAD) - Sumedang,"['Warehouse Management', 'Supply Chain & Logistics', 'Management & Leadership']"
1964,Fullstack - Developer,"['Software Engineering']"
1965,Course Consultant,"['Sales', 'Education & Training', 'Consulting']"
1966,BRANCH SALES MANAGER (MUARA ENIM),"['Sales', 'Management & Leadership']"
1967,Program Permagangan Sales Motoris - Wilayah Pamanukan,"['Internship & Trainee Programs', 'Sales']"
1968,BRANCH SALES MANAGER (PRABUMULIH),"['Sales', 'Management & Leadership']"
1969,BRANCH SALES MANAGER (TRENGGALEK),"['Sales', 'Management & Leadership']"
1970,Sales Taking Order - Wilayah Jatibarang,"['Sales']"
1971,Program Permagangan Sales Motoris - Wilayah Cianjur,"['Internship & Trainee Programs', 'Sales']"
1972,Customer Support - Specialist,"['Customer Service & Support']"
1973,Mandarin Teacher,"['Education & Training']"
1974,Cloud Engineer,"['IT Operations & Support', 'DevOps']"
1975,Medical Specialist,"['Healthcare & Medical']"
1976,BRANCH SALES MANAGER (WONOSARI),"['Sales', 'Management & Leadership']"
1977,Medical Representative Cirebon,"['Sales', 'Healthcare & Medical']"
1978,HC Process Excellence Intern,"['Internship & Trainee Programs', 'Human Resources', 'Operations Management', 'Business Analysis']"
1979,Sewing Equipment Maintenance,"['Skilled Trades & Technician', 'Production & Manufacturing']"
1980,Content Strategist Intern - Superfantasy (Emtek Group),"['Internship & Trainee Programs', 'Marketing', 'Creative & Design']"
1981,Quality Assurance (QA) - ASSA Palu,"['Quality Assurance (Non-Software)', 'Supply Chain & Logistics']"
