,job_desc_list,job_qualification_list
3009,"['Kesadaran nasabah yang semakin tinggi akan pentingnya pengelolaan keuangan menjadi peluang bagi BCA untuk memperkuat bisnisnya. Untuk itu BCA membutuhkan profesional muda yang memiliki ketertarikan terhadap perkembangan ekonomi dan investasi untuk bergabung di Wealth Management Program dengan pendidikan yang berlangsung selama 1 tahun. Lulus dari program, kamu akan\xa0langsung\xa0diangkat\xa0menjadi\xa0Karyawan\xa0Tetap\xa0yang akan ditempatkan di kantor cabang BCA.\xa0', 'Akan ada 2 penjurusan untuk lulusan Program WMP:']","['Min. Sarjana\xa0S1 degan IPK minimal\xa03.00 dari 4.00', 'Usia maksimal 24 tahun (S1) dan 26 tahun (S2)', 'Memiliki ketertarikan dan passion terhadap investasi /\xa0', 'Mampu berbahasa inggris secara lisan dan tulisan', 'Memiliki\xa0', '\xa0dan\xa0', '\xa0yang baik', 'Memiliki kemampuan intrapersonal dan interpersonal yang baik', 'Memiliki keinginan belajar yang tinggi', 'Memiliki keinginan untuk mencapai target secara optimal', 'Belum dan bersedia tidak menikah selama masa pendidikan 1 tahun', 'Bersedia menjalani ikatan dinas selama 2 tahun']"
3010,"['• Melakukan proses pemeriksaan/audit internal bagi seluruh divisi, cabang dan melaporkannya dalam bentuk laporan audit', '• Menjalankan proses audit internal perusahaan secara teknis dan berkala baik dari segi finansial maupun operasional', '• Melakukan monitoring dan evaluasi hasil audit internal serta menjalin koordinasi dengan pihak terkait untuk menyiapkan solusi untuk hasil temuan masalah', '• Melakukan invesitigasi dalam mencari informasi']","['• Pendidikan minimal S1 Akuntansi, Manajemen, Ekonomi', '• Pengalaman dibidang yang sama minimal 1 tahun', '• Teliti dan cekatan', '• Bersedia melakukan perjalan dinas ke luar kota', '• Memiliki SIM C dan kendaraan pribadi', '• SLIK Clear']"
3011,['Peran dari seorang Tresury Staff di BCA adalah menjalankan transaksi Tresuri yang sesuai dengan Kode Etik Dealer serta ketentuan lain yang berlaku. Selain itu kamu juga bertanggung jawab melakukan fungsi pemasaran produk Tresuri yang meliputi kerjasama dengan unit kerja lainnya serta secara rutin melakukan pemantauan terhadap pencapaian target Tresuri. Tresury Staff juga bertugas untuk menjalin relasi dengan counterparty terkait dalam pemberian solusi terhadap kendala yang dihadapi.'],"['Lulusan S1 dari seluruh jurusan', 'IPK minimal 3.00', 'Usia maksimal 31 tahun', 'Memiliki pengalaman sebagai dealer di perbankan / lembaga jasa keuangan / money broker', 'Memiliki sertifikasi Tresuri dan/atau ijin WPPEP']"
3012,"['1. reminders the problematic service bills', '2. Registration process, check the completeness and verification of documents', '3. Coordination process with the relevant departments on rejected bills']","['Minimum Associate Degree of Finance or Accounting', 'Freshgraduate/ min have experience in area account payble', 'Maximum age 27 years']"
3013,"['Melakukan pengecekan terhadap kelengkapan serta keabsahan legalitas dari pihak yang berkomparan dalam perjanjian, baik perjanjian bisnis (Perjanjian Pembiayaan, Surat Keputusan Pembiayaan, Surat Kuasa Penarikan, Surat Kuasa Jaminan Fidusia, dll) maupun perjanjian non bisnis\xa0', 'Memastikan siapa yang berwenang mewakili badan hukum/perorangan dalam melakukan penandatanganan perjanjian (bisnis/non bisnis).', 'Melakukan pencetakkan dokumen perjanjian sesuai permintaan user (bisnis/non bisnis).', 'Melakukan review draft perjanjian, MoU, NDA dengan pihak eksternal atau dokumen lain sesuai permintaan dari user.', 'Membuat draft perjanjian (bisnis/bisnis support) atau surat menyurat lainnya (surat kuasa, surat pernyataan, surat keterangan, dll) sesuai dengan SOP atau ketentuan yang berlaku.', 'Memberikan Legal Advis kepada user sesuai pemintaan dari user (tim bisnis atau tim non bisnis).']","['Min. S1 Hukum', 'Min. 1 Tahun sebagai Staff lebih disukai dari bidang perbankan/pembiayaan']"
3014,"['Check payment certificate from site to make sure the calculation is correct based on the contract.', 'Review SKBDN & prepare invoice', 'Create sales, cashflow, and billing report', 'Follow up payment process to bank\xa0']","['Bachelor’s degree in accounting', 'Minimum 1 year experience in the same field or similar position (Finance, AR)', 'Familiar and understand\xa0SAP system', 'Good English both oral & written', 'Proficiency in\xa0in MS Office\xa0']"
3015,"['Mengelola\u202fCorporate Image\u202fdengan membina hubungan baik ke pihak-pihak lain, termasuk rekanan perusahaan, Pemegang Saham, Institusi Pemerintahan dan Masyarakat Umum.', 'Menyelenggarakan Rapat Umum Pemegang Saham (RUPS) Tahunan.', 'Mempersiapkan\u202fAnnual Report\u202fdan\u202fCorporate Action\u202fbekerjasama dengan Divisi/Dept terkait.', 'Menyiapkan dukungan untuk terselenggaranya semua kegiatan Direksi dan Dewan Komisaris.', 'Pengelolaan dan Pengembangan fungsi kesekretariatan dan kearsipan, termasuk\u202ffilling, rubrikasi, korespondensi\u202fdan database memo/surat menyurat yang terkait dengan perusahaan.', 'Menyelenggarakan kegiatan (corporate event dan CSR)\u202ftermasuk mengatur pelaksanaan kegiatan yang terkait dengan penghargaan, pertemuan, kegiatan social dan lain-lain yang di hadiri oleh Direksi dan atau Dewan Komisaris.', 'Mengelola\u202fcontent\u202finformasi yang disebarkan melalui\u202fwebsite,\u202fbulletin\u202fdan lain-lain bekerjasama dengan Divisi/Dept terkait.', 'Mengembangkan tata cara pelayanan di kantor pusat dan kantor Wilayah/Cabang, baik melalui pembuatan\u202fgreetings\u202fyang baku, tata cara menghadapi konsumen dan\u202fhandling complaint.', 'Menyiapkan aturan/petunjuk teknis\u202fmorning briefing\u202funtuk seluruh kantor cabang dan memastikan\u202fmorning briefing\u202fdilaksanakan secara rutin oleh seluruh kantor cabang.', 'Mempersiapkan, menyusun dan melakukan update kebijakan Tata Kelola Perusahaan (Good Corporate Governance) dan Kebijakan Meeting Komite yang terkait dengan Direksi sesuai dengan regulasi (POJK) bekerjasama dengan Divisi/Dept terkait.\xa0']","['Pendidikan S1 (Hukum)', 'Minimum Pengalaman 4 Tahun pada level Manajerial dilembaga keuangan']"
3016,"['- Set objectives for live streaming projects, track progress towards goals, analyze key metrics during live streams, and identify project anomalies. Use data analysis to detect potential business risks and opportunities, provide early warnings, and propose actionable solutions to drive effective issue resolution', ""- Analyze the development trends, user behaviors, and competitive landscape of live streaming e-commerce in the Indonesian market. Identify potential business opportunities and, based on insights, assist in designing strategies to drive growth in Indonesia's live streaming e-commerce sector"", ""- Continuously monitor competitors' live streaming strategies and tactics, understand industry trends and competitors’ successful experiences and merchant policies. Summarize insights for TikTok and develop counter-strategies to maintain a competitive edge in the market"", '- Closely track the progress of live streaming projects, proactively identify and raise issues, and use data analysis, market research, and merchant interviews to generate insights and drive project progress', '- Work closely with cross-functional teams, coordinate departmental resources, ensure smooth execution of live streaming projects, and provide necessary data support and business insights']","['1. Bachelor’s degree or higher, with at least 3 years of experience in data analysis, business analysis, or related fields. Experience in e-commerce/live streaming is a plus', '2. Proficiency in data analysis tools (e.g., Excel, SQL, Python) and the ability to extract valuable business insights from complex data sets, offering optimization recommendations.', ""3. Strong market research and competitor analysis skills, with the ability to understand trends and opportunities in Indonesia's live streaming e-commerce market, and derive actionable strategies from competitor operations."", '4. Proficiency in English is required; overseas living experience is a plus.', '5. Strong resilience under pressure and a proactive attitude with a sense of ownership. Willingness to take on challenges and drive project progress.']"
3017,"['Calculate the actual volume and opname of MEP works, compare it with the plan to assess conformity', 'Analyze the Bill of Quantity, specifications, drawings, and other contract documents related to the MEP scope of work, and perform recalculations to verify the alignment of the contract volume with the contract drawings', 'Perform progress assessment of the MEP works for the purpose of processing progress payments']","['Bachelor Degree in Mechanical/Electrical Engineering with min. GPA 3.00.', 'Max. age 35 years old', 'Minimum of 3 years of experience working as Quantity Surveyor in a contractor company in the MEP field, preferably with experience in high rise building and Data Center projects', 'Have a good communication, presentation and strong analytical skill.', 'Proficient in English (TOEFL score of 510 or higher)', 'Wiling to be relocated in projects across Indonesia']"
3018,"['Manage the regular regression and feature testing, helping the team deliver high-quality products.', 'Responsible for the team’s task assignment, complexity assessment, testing strategy, and coordination with other stakeholders.', 'Review the team’s test case coverage and follow up on test progress and testing issues.', 'Provide technical support for the team about the testing platform usage and maintenance.', 'Continuously develop plans and processes to maintain the team’s knowledgebase']","['Able to converse in English fluently - both written and verbally.', '2 years or more hands-on experience in feature testing and/or regression testing, familiar with at least one modern programming language such as Python, Java, and Golang.', 'Possesses strong technical skills and the ability to complete testing of complex systems independently.\xa0', 'Excellent logical and analytical thinking abilities to solve various technical problems.', 'Strong sense of responsibility and teamwork. Proactively analyze problems and develop countermeasures to address issues faced.']"
3019,"['•\u2060\xa0\u2060Ensure adherence to file organization protocols established by the school.', '•\u2060\xa0\u2060Responsible for coordinating academic events, meetings, and related activities.', '•\u2060\xa0\u2060Facilitate communication among students, parents, teachers, principals, and the Chinese Department Team.', '•\u2060\xa0\u2060Collaborate with the business team to provide support to the Education Team, Chinese Department Team, or superiors in daily operations:', '•\u2060\xa0\u2060Translate documents from English/Indonesian to Mandarin and vice versa.']","[""•\u2060\xa0\u2060Minimum bachelor's degree in any field, prefer who graduated in Chinese Language."", '•\u2060\xa0\u2060Proactive, Strong interpersonal, customer service, and communication skills.', '•\u2060\xa0\u2060Ability to multitask, pay attention to detail, and work towards targets.', '•\u2060\xa0\u2060Interest in administration and proficiency in event management.', '•\u2060\xa0\u2060Proficiency in Microsoft Office applications.', '•\u2060\xa0\u2060Fluency in English and Mandarin, with a minimum Level 5 HSK certification or equivalent.', '•\u2060\xa0\u2060Willingness to work in BSD, Tangerang.']"
3020,"['Posisi ini bertanggung jawab dalam mengembangkan strategi penjualan, menjalin hubungan dengan klien, serta memastikan pencapaian target perusahaan. Kami mencari kandidat yang memiliki keterampilan komunikasi yang baik, pengalaman dalam bidang penjualan, dan mampu bekerja dengan target.']","['Warga Negara Indonesia', 'Pria / Wanita', 'Pengalaman minimal 2 tahun sebagai sales executive di bidang properti', 'Dinamis dan memiliki motivasi tinggi', 'Lancar berbahasa inggris', 'Bersedia di tempatkan di Alam Sutera, Tangerang Selatan']"
3021,"['●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Project Management: Lead and manage multiple projects simultaneously, ensuring they are completed on time, within scoe, and within budget.', '●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Process Improvement: Identify opportunities for process improvements and implement solutions to enhance operational efficiency.', '●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Data Analysis: Collect, analyze, and interpret data to drive decision-making and optimize operations.', '●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Collaboration: Work closely with cross-functional teams and multiple stakeholders', '●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Reporting: Prepare and present project updates, reports, and performance metrics to stakeholders and senior managemen', '●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Risk Management: Identify potential risks and develop mitigation strategies to minimize impact on project deliverables.', '●\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Documentation: Maintain comprehensive project documentation, including project plans, timelines, and resource allocation.']","['Bachelor’s degree in Business Administration, Operations Management, or a related field.', 'Experience: 3-5 years of experience in operations or project management, preferably in a financial services industry']"
3022,"['Analyzing and reviewing budgets, cost reports throughout the life-cycle of a production, while communicating with third party production companies to review variances.\xa0', 'Manage cash flow, forecasting, and funding processes for a slate of projects.', 'Align internally with Netflix Studio stakeholders to manage cost controls and production processes.', 'Help and guide third party production companies’ accounting teams to implement new procedures and adjust to the Netflix reporting requirements.', 'Ensure regional laws and financial regulations are followed by our production partners.', 'Have knowledge of local production practices and compliance/government regulations.', 'Understanding of local payroll, tax, banking, and invoicing processes.', 'Be an integral part of how we set up our Studio operations in Indonesia. We are looking for someone who is an innovative thinker and is able to find ways for Netflix Production Finance to operate effectively and constantly improve.', 'Ad-hoc projects as needed']","['Freelance assistant production accounting experience and/or studio production finance experience required.', 'Strong written and verbal communication skills in English.', 'You thrive in a fast-paced environment, possess a high level of intellectual curiosity to always tackle new challenges, are focused on generating results and exhibit the highest personal and professional standards of integrity and ethics.', 'Experience working independently, able to identify the needs of the team and fill workflow gaps.', 'Experience working in a role which demands accuracy, focus on action and generating results.', 'Ability to work collaboratively within a diverse multicultural team environment.', 'High aptitude and enthusiasm for complex problem solving and analysis utilizing financial applications.', 'Must be self-motivated, disciplined, highly organized and able to prioritize multiple tasks.']"
